70,0.0003754
80,0.0002618
90,0.0001972
100,0.0001549
110,0.0001247
120,0.0001016
130,0.00008261
140,0.00006577
150,0.00004776
160,0.00001575
170,0.00001528
180,0.00001546
190,0.00001582
200,0.00001627
220,0.00001727
240,0.00001832
260,0.00001938
280,0.00002043
300,0.00002147
320,0.00002249
340,0.00002349
360,0.00002448
380,0.00002544
400,0.00002639
420,0.00002732
440,0.00002823
460,0.00002912
480,0.00003
500,0.00003086
550,0.00003297
600,0.00003499
650,0.00003695
700,0.00003884
750,0.00004068
800,0.00004248
850,0.00004422
900,0.00004593
950,0.0000476
1000,0.00004924
1100,0.00005242
1200,0.0000555
1300,0.00005848
1400,0.00006138
